EmployeeID,Gender,Age,MaritalStatus,EducationLevel,Department,JobRole,JobLevel,BusinessTravel,EmploymentType,WorkLocation,RemoteWork,DateOfJoining,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,MonthlyIncome,AnnualSalary,SalaryHikePercent,Bonus,StockOptionLevel,OverTime,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,NumberOfProjects,PromotionInLast5Years,EngagementScore,AbsenteeismDays,ManagerRating,TeamSize,Attrition,DistanceFromHome,HealthIssues,JobInvolvement,StressLevel,HiringSource,CostToHire,ReplacementCost,Region,AgeGroup
105,Female,41,Married,High School,IT,Manager,3,Non-Travel,Contract,Mumbai,Yes,05-06-2024,1.7,7,6,46943,563316,11,12866,0,No,1,1,1,3,13,No,8,4,4,11,No,1,No,3,2,Campus,38182,97064,South,35-44
106,Female,50,Divorced,Bachelor,IT,Analyst,3,Travel_Frequently,Contract,Pune,Yes,09-12-2021,4.2,1,2,68511,822132,10,22031,1,No,1,3,2,2,6,No,66,1,2,10,Yes,3,No,3,2,Consultancy,48454,78394,South,45-54
107,Male,21,Single,High School,Operations,Team Lead,5,Travel_Rarely,Full-Time,Pune,Yes,14-07-2015,10.6,8,8,136276,1635312,21,16566,2,No,2,2,2,4,6,No,20,17,2,4,No,28,No,4,1,Consultancy,41566,66101,South,18-24
108,Male,43,Married,PhD,Operations,Executive,2,Travel_Frequently,Full-Time,Delhi,Yes,06-04-2015,10.9,0,8,119532,1434384,21,23545,0,No,2,4,2,2,7,No,50,7,1,8,No,5,No,1,4,LinkedIn,47496,39008,East,35-44
109,Female,24,Married,Master,IT,Team Lead,3,Travel_Rarely,Contract,Bangalore,Yes,15-12-2023,2.2,4,0,148922,1787064,5,44859,2,Yes,4,3,2,3,5,Yes,13,4,1,10,No,12,Yes,1,4,Campus,19821,91368,North,18-24
110,Female,57,Married,High School,Marketing,Specialist,1,Non-Travel,Full-Time,Mumbai,No,22-12-2023,2.2,2,8,25842,310104,11,20456,0,No,1,1,4,3,9,Yes,38,10,2,10,No,22,Yes,4,1,Campus,28156,77505,North,55-64
111,Female,38,Divorced,PhD,Operations,Specialist,4,Travel_Rarely,Contract,Ahmedabad,No,29-03-2023,2.9,4,2,142118,1705416,17,7480,0,No,2,2,1,4,5,No,46,12,1,8,Yes,4,No,2,3,LinkedIn,44926,71813,North,35-44
112,Female,49,Divorced,High School,Finance,Executive,4,Travel_Frequently,Contract,Ahmedabad,No,21-03-2021,4.9,6,0,74131,889572,12,11867,1,No,3,2,1,2,14,Yes,34,4,2,9,No,21,Yes,1,3,Referral,30093,26155,West,45-54
113,Female,33,Divorced,PhD,IT,Manager,3,Travel_Rarely,Full-Time,Ahmedabad,No,14-03-2020,5.9,7,5,75668,908016,8,45671,2,Yes,1,1,2,2,13,Yes,87,11,2,6,No,26,No,1,3,LinkedIn,36423,94707,South,25-34
114,Female,42,Single,High School,IT,Executive,4,Non-Travel,Contract,Ahmedabad,No,14-04-2024,1.9,8,9,81215,974580,17,32082,2,Yes,1,4,4,4,12,Yes,65,16,3,6,No,6,No,2,4,LinkedIn,28990,56081,South,35-44
115,Female,31,Married,High School,HR,Analyst,2,Non-Travel,Contract,Pune,No,09-05-2017,8.8,4,4,144932,1739184,10,44605,1,No,2,2,2,2,14,Yes,94,5,1,10,Yes,12,Yes,1,4,Campus,36956,67153,East,25-34
116,Female,36,Divorced,PhD,IT,Executive,1,Non-Travel,Full-Time,Ahmedabad,No,06-08-2021,4.5,2,6,130059,1560708,10,30873,1,No,4,3,1,3,1,Yes,43,15,2,4,No,23,No,1,2,Consultancy,20717,56191,West,35-44
117,Male,59,Single,Master,Finance,Executive,5,Travel_Frequently,Contract,Ahmedabad,Yes,29-01-2020,6.1,9,3,108896,1306752,9,8155,1,Yes,3,1,4,2,2,Yes,72,15,3,8,No,5,Yes,1,1,Campus,30331,86732,South,55-64
118,Female,47,Married,Master,Sales,Manager,5,Non-Travel,Full-Time,Delhi,No,26-11-2022,3.2,3,4,144341,1732092,7,40546,0,Yes,3,2,2,1,13,No,93,19,1,13,No,18,No,1,2,LinkedIn,25417,44729,North,45-54
119,Female,31,Single,High School,Marketing,Executive,1,Travel_Rarely,Contract,Mumbai,No,07-11-2023,2.3,8,3,118134,1417608,9,2871,2,Yes,3,4,2,3,13,No,71,14,3,9,No,26,No,1,1,Referral,12179,63798,South,25-34
120,Female,49,Single,PhD,IT,Specialist,1,Non-Travel,Contract,Mumbai,Yes,29-11-2021,4.2,2,4,67857,814284,5,15042,2,No,3,4,3,1,2,Yes,24,9,4,5,No,2,Yes,1,3,LinkedIn,17415,63884,North,45-54
121,Female,26,Single,High School,HR,Team Lead,5,Non-Travel,Contract,Delhi,No,16-12-2022,3.2,3,5,57044,684528,23,30206,2,Yes,1,1,3,2,14,No,25,15,3,5,No,14,Yes,2,4,Campus,17214,47127,South,25-34
122,Female,36,Divorced,Master,HR,Executive,3,Travel_Frequently,Full-Time,Ahmedabad,Yes,29-01-2016,10.1,9,5,22708,272496,21,28483,2,Yes,3,1,1,2,1,Yes,89,18,4,3,No,9,Yes,4,2,Consultancy,30238,27263,East,35-44
123,Male,43,Married,Master,Marketing,Manager,1,Travel_Frequently,Full-Time,Ahmedabad,Yes,27-03-2015,10.9,8,5,39456,473472,10,1363,0,Yes,1,3,1,4,13,Yes,64,0,1,5,No,26,Yes,4,4,Consultancy,43919,93155,South,35-44
124,Female,55,Married,Bachelor,Sales,Executive,5,Non-Travel,Contract,Delhi,Yes,22-11-2023,2.2,2,5,44618,535416,5,40880,2,Yes,1,1,3,4,8,Yes,64,2,3,14,Yes,25,No,3,4,Consultancy,37798,84887,South,45-54
125,Female,27,Married,PhD,IT,Executive,3,Non-Travel,Contract,Bangalore,No,11-01-2016,10.1,7,0,105988,1271856,21,21515,1,Yes,3,1,3,4,6,Yes,5,13,1,8,No,24,Yes,1,2,Referral,26402,46049,South,25-34
126,Male,33,Married,Master,Operations,Analyst,5,Travel_Rarely,Contract,Mumbai,Yes,19-11-2021,4.3,9,8,110563,1326756,12,38556,1,Yes,2,2,2,1,14,Yes,69,17,2,6,No,9,Yes,3,1,Consultancy,38230,79778,South,25-34
127,Female,22,Married,Bachelor,Operations,Executive,3,Non-Travel,Full-Time,Delhi,Yes,03-09-2021,4.5,5,3,99650,1195800,13,46005,2,No,3,3,2,2,2,No,67,5,3,13,No,10,Yes,1,4,Consultancy,46963,74330,West,18-24
128,Male,39,Married,High School,HR,Team Lead,3,Travel_Frequently,Full-Time,Pune,Yes,28-01-2016,10.1,7,5,60387,724644,8,18845,0,Yes,4,1,1,1,7,Yes,9,3,3,3,Yes,13,No,2,4,Consultancy,40981,93903,South,35-44
129,Male,55,Divorced,High School,Sales,Specialist,4,Travel_Rarely,Full-Time,Ahmedabad,Yes,01-04-2019,6.9,9,2,102289,1227468,21,4138,0,Yes,2,2,4,1,7,Yes,23,14,4,6,Yes,5,Yes,4,2,Consultancy,20442,93788,South,45-54
130,Male,31,Married,Bachelor,HR,Executive,3,Non-Travel,Full-Time,Pune,No,18-06-2023,2.7,2,9,70489,845868,10,31552,2,No,3,2,4,3,10,Yes,73,5,3,11,No,7,Yes,4,4,LinkedIn,36293,38257,West,25-34
131,Male,58,Married,PhD,Finance,Executive,4,Non-Travel,Full-Time,Bangalore,No,22-01-2024,2.1,1,5,121121,1453452,15,7352,0,No,2,4,3,1,6,No,68,14,1,9,No,3,No,2,2,LinkedIn,11637,51781,North,55-64
132,Male,30,Single,Bachelor,IT,Team Lead,4,Non-Travel,Full-Time,Bangalore,Yes,23-04-2016,9.8,0,3,135332,1623984,16,11707,2,No,2,3,1,1,8,Yes,55,13,4,9,Yes,10,Yes,2,2,Campus,21087,50816,North,25-34
133,Female,55,Divorced,Bachelor,Sales,Team Lead,2,Non-Travel,Full-Time,Bangalore,Yes,26-08-2021,4.5,2,8,20136,241632,13,46364,2,Yes,3,1,4,2,7,Yes,17,7,1,4,Yes,18,No,2,2,LinkedIn,14733,50954,West,45-54
134,Female,30,Divorced,PhD,IT,Specialist,2,Travel_Rarely,Contract,Bangalore,Yes,22-08-2015,10.5,6,6,109037,1308444,19,47861,2,Yes,2,3,2,4,8,Yes,9,14,1,3,No,19,Yes,2,4,Campus,47865,28640,North,25-34
135,Male,21,Married,High School,Marketing,Manager,5,Travel_Rarely,Full-Time,Mumbai,Yes,01-04-2020,5.9,6,4,25618,307416,21,15810,2,No,1,3,1,1,14,Yes,43,2,3,7,No,11,No,2,4,Consultancy,46661,62056,West,18-24
136,Male,42,Single,Master,Finance,Analyst,1,Non-Travel,Contract,Pune,Yes,19-07-2019,6.6,2,1,141948,1703376,13,29100,2,Yes,3,1,2,2,2,Yes,48,1,4,10,No,22,No,4,3,LinkedIn,48759,96067,East,35-44
137,Male,38,Married,High School,Marketing,Specialist,5,Non-Travel,Contract,Pune,Yes,07-07-2015,10.6,2,2,31064,372768,18,22335,2,Yes,2,4,3,4,11,No,95,10,4,13,Yes,17,Yes,4,3,Consultancy,27889,75612,West,35-44
138,Female,28,Single,Bachelor,HR,Team Lead,5,Travel_Frequently,Full-Time,Mumbai,No,20-11-2019,6.3,0,2,134072,1608864,9,24255,0,Yes,3,4,1,3,6,Yes,58,16,4,9,No,3,Yes,4,2,Consultancy,10489,64516,North,25-34
139,Female,33,Divorced,Bachelor,IT,Manager,5,Non-Travel,Contract,Bangalore,No,20-06-2021,4.7,0,9,76233,914796,6,6539,2,No,3,2,2,4,14,No,67,5,3,3,No,13,No,4,1,Referral,10922,47526,South,25-34
140,Male,35,Divorced,Master,Operations,Specialist,2,Travel_Rarely,Contract,Bangalore,Yes,14-05-2019,6.8,7,0,134100,1609200,9,39486,1,No,1,1,4,3,5,No,46,17,4,8,Yes,27,No,4,3,LinkedIn,22742,32391,North,25-34
141,Female,31,Single,Bachelor,Marketing,Analyst,4,Non-Travel,Full-Time,Delhi,No,28-10-2017,8.3,9,2,117537,1410444,17,23386,2,Yes,3,4,1,1,3,No,75,18,2,13,No,28,No,1,3,Referral,42933,63469,West,25-34
142,Female,52,Divorced,Master,IT,Executive,3,Non-Travel,Contract,Pune,Yes,29-06-2021,4.6,9,2,37375,448500,8,9788,0,Yes,3,3,2,2,9,No,48,18,3,10,No,11,No,2,3,Consultancy,13262,90532,East,45-54
143,Female,40,Married,High School,Operations,Analyst,3,Travel_Rarely,Contract,Delhi,Yes,19-11-2021,4.3,5,1,50257,603084,15,25515,0,Yes,1,3,3,1,6,No,22,18,1,9,No,4,Yes,3,4,Consultancy,19941,81169,East,35-44
144,Female,40,Married,PhD,Sales,Analyst,3,Non-Travel,Contract,Bangalore,No,22-05-2024,1.8,5,2,79821,957852,17,19404,1,Yes,1,2,2,4,10,Yes,72,11,4,13,No,22,No,4,1,Consultancy,33513,25021,North,35-44
145,Male,36,Married,Bachelor,IT,Team Lead,3,Non-Travel,Contract,Delhi,Yes,31-07-2020,5.6,6,7,114835,1378020,13,28850,0,No,1,3,3,3,5,No,20,6,1,9,No,12,Yes,1,4,Referral,42093,54314,South,35-44
146,Female,54,Divorced,PhD,HR,Executive,4,Non-Travel,Full-Time,Bangalore,Yes,19-05-2015,10.8,4,8,55179,662148,12,25159,2,No,3,2,4,4,14,No,60,9,3,14,Yes,13,No,4,1,Referral,21349,80931,East,45-54
147,Male,44,Divorced,PhD,Operations,Executive,3,Travel_Frequently,Contract,Pune,No,20-03-2016,9.9,5,9,32453,389436,12,19583,1,No,3,4,4,4,1,Yes,95,9,1,9,No,10,Yes,4,2,LinkedIn,37413,90744,West,35-44
148,Female,37,Divorced,Bachelor,Marketing,Manager,1,Travel_Frequently,Full-Time,Pune,No,31-03-2021,4.9,8,5,74219,890628,23,6587,2,Yes,3,4,2,4,7,No,59,7,1,3,No,17,Yes,2,3,LinkedIn,24523,21881,South,35-44
149,Female,59,Single,High School,IT,Specialist,5,Travel_Frequently,Full-Time,Bangalore,Yes,25-10-2020,5.3,5,1,146083,1752996,20,8597,0,No,4,3,4,2,14,No,99,9,3,13,No,12,Yes,3,3,LinkedIn,22100,77021,West,55-64
150,Male,41,Married,PhD,Operations,Specialist,5,Travel_Rarely,Full-Time,Mumbai,No,25-11-2018,7.2,0,3,83400,1000800,24,27340,0,No,4,1,1,3,1,No,58,7,2,13,No,13,Yes,2,4,Consultancy,43082,97273,East,35-44
151,Male,48,Single,High School,HR,Executive,1,Travel_Frequently,Full-Time,Pune,No,27-04-2023,2.8,1,1,110022,1320264,17,29866,0,No,1,4,3,1,3,No,15,8,4,12,No,12,Yes,1,3,Consultancy,11848,51027,North,45-54
152,Female,55,Divorced,Bachelor,Sales,Specialist,1,Travel_Rarely,Contract,Ahmedabad,Yes,02-01-2021,5.1,7,7,39456,473472,16,25920,2,No,2,2,3,3,11,Yes,17,0,4,12,No,29,Yes,1,4,Campus,19783,65397,South,45-54
153,Female,28,Single,High School,IT,Analyst,3,Travel_Rarely,Full-Time,Delhi,No,13-05-2019,6.8,7,2,45068,540816,11,37531,2,Yes,2,3,4,2,2,No,37,18,4,6,No,22,No,1,3,Consultancy,39964,20307,South,25-34
154,Female,39,Married,PhD,IT,Analyst,4,Travel_Rarely,Contract,Mumbai,No,29-08-2020,5.5,7,0,55944,671328,16,13255,1,No,2,4,3,1,8,No,31,13,1,11,No,2,Yes,2,4,Referral,41349,96777,North,35-44
155,Female,30,Divorced,Master,Marketing,Analyst,2,Non-Travel,Contract,Ahmedabad,Yes,07-06-2022,3.7,2,8,118239,1418868,16,15641,2,No,3,3,2,4,7,No,87,15,3,3,No,22,Yes,2,2,Campus,33929,48820,North,25-34
156,Female,41,Married,High School,Sales,Specialist,5,Non-Travel,Contract,Mumbai,No,07-07-2016,9.6,3,8,86163,1033956,9,35440,2,No,4,3,3,4,2,Yes,92,2,2,10,No,23,No,3,4,Referral,20377,73592,West,35-44
157,Male,25,Married,High School,Marketing,Team Lead,3,Travel_Rarely,Contract,Pune,Yes,22-03-2022,3.9,8,1,75798,909576,5,14011,2,No,3,4,4,4,10,Yes,72,8,3,12,Yes,2,Yes,3,4,LinkedIn,31031,95886,North,18-24
158,Female,41,Divorced,High School,Operations,Analyst,5,Travel_Frequently,Full-Time,Ahmedabad,Yes,21-04-2018,7.8,5,9,129758,1557096,17,8848,1,Yes,4,2,1,2,14,No,72,14,2,13,No,13,Yes,3,1,Consultancy,19275,33269,South,35-44
159,Female,46,Divorced,High School,HR,Specialist,3,Travel_Frequently,Contract,Bangalore,Yes,22-06-2022,3.7,8,6,92920,1115040,16,43894,2,Yes,3,3,3,4,1,Yes,19,19,4,5,No,26,No,4,4,Consultancy,32908,81584,East,45-54
160,Male,52,Single,Bachelor,HR,Team Lead,4,Non-Travel,Contract,Bangalore,No,17-02-2017,9,3,9,57952,695424,17,5313,2,Yes,2,4,4,3,9,Yes,45,1,4,9,No,24,No,3,3,Referral,49887,73218,South,45-54
161,Female,25,Single,High School,Finance,Executive,3,Travel_Frequently,Full-Time,Pune,No,21-10-2017,8.3,5,7,78001,936012,18,39531,0,Yes,2,4,2,2,8,No,96,8,1,12,No,20,No,4,4,Campus,22734,23722,East,18-24
162,Male,24,Single,High School,IT,Team Lead,3,Travel_Frequently,Full-Time,Bangalore,No,16-02-2015,11,6,9,99235,1190820,7,13704,2,No,1,2,1,3,9,Yes,74,18,1,7,No,15,No,4,3,Referral,45739,54785,North,18-24
163,Male,30,Married,Bachelor,Sales,Executive,1,Travel_Rarely,Contract,Delhi,No,09-12-2024,1.2,1,9,114702,1376424,7,38346,2,Yes,1,2,1,3,1,No,64,1,4,11,No,10,No,2,3,Campus,35359,44816,East,25-34
164,Male,46,Married,High School,Finance,Analyst,2,Travel_Rarely,Contract,Mumbai,No,24-01-2024,2.1,7,6,135700,1628400,19,12205,2,No,4,4,1,2,1,Yes,81,3,1,10,No,5,No,4,4,Consultancy,39301,35972,South,45-54
165,Female,27,Single,PhD,Finance,Team Lead,5,Travel_Rarely,Full-Time,Bangalore,Yes,19-12-2024,1.2,3,2,140589,1687068,17,21097,0,No,1,3,3,4,4,Yes,70,3,2,8,No,16,No,1,2,Consultancy,26428,54578,East,25-34
166,Female,49,Married,PhD,Finance,Specialist,1,Non-Travel,Full-Time,Delhi,No,01-05-2018,7.8,5,3,146378,1756536,19,36174,0,No,1,4,4,2,5,No,87,10,1,8,No,26,No,1,4,Referral,41308,59560,South,45-54
167,Male,50,Divorced,PhD,IT,Manager,5,Travel_Rarely,Full-Time,Delhi,Yes,09-07-2016,9.6,4,1,24675,296100,24,1161,1,No,4,4,1,4,14,Yes,31,10,4,3,No,11,Yes,1,4,Campus,34881,78251,East,45-54
168,Female,52,Single,Master,Finance,Team Lead,2,Non-Travel,Contract,Mumbai,No,26-05-2022,3.7,3,2,81386,976632,15,44327,1,Yes,3,1,3,4,10,Yes,54,1,1,4,No,28,No,2,4,Referral,46635,82559,North,45-54
169,Female,53,Single,PhD,Sales,Executive,5,Travel_Frequently,Contract,Pune,No,11-09-2016,9.4,8,3,53065,636780,22,29978,0,No,2,4,2,1,12,No,73,11,2,11,No,10,No,1,2,Consultancy,31267,92742,West,45-54
170,Female,56,Married,Master,HR,Manager,2,Travel_Rarely,Full-Time,Bangalore,Yes,09-04-2024,1.9,3,6,132050,1584600,14,19053,1,Yes,2,4,2,2,6,No,70,3,1,6,No,22,No,3,4,LinkedIn,12776,47564,West,55-64
171,Male,43,Single,Master,IT,Team Lead,4,Travel_Rarely,Contract,Delhi,No,23-11-2023,2.2,6,5,100165,1201980,16,46416,0,Yes,2,1,3,2,12,Yes,41,14,4,4,No,5,Yes,3,4,Campus,32394,87789,East,35-44
172,Male,55,Single,PhD,IT,Team Lead,3,Non-Travel,Full-Time,Ahmedabad,Yes,18-10-2018,7.3,5,8,119572,1434864,6,14252,0,No,3,1,4,3,4,No,87,10,3,8,No,24,Yes,1,2,Referral,12575,70733,East,45-54
173,Male,21,Single,Bachelor,Marketing,Specialist,5,Non-Travel,Full-Time,Delhi,No,03-11-2018,7.3,2,4,46681,560172,16,7371,0,No,1,3,4,3,3,No,91,12,3,14,No,25,No,4,4,Campus,20450,22035,West,18-24
174,Male,46,Divorced,Master,Marketing,Specialist,1,Non-Travel,Contract,Delhi,No,19-02-2020,6,6,9,72975,875700,14,15882,1,No,3,3,4,2,4,No,42,0,3,10,No,8,Yes,4,2,Campus,10375,40746,East,45-54
175,Female,46,Married,Bachelor,Finance,Analyst,3,Travel_Rarely,Full-Time,Pune,No,30-06-2015,10.7,8,8,128440,1541280,24,15989,2,No,1,3,2,2,12,No,87,12,3,4,No,28,Yes,3,1,Referral,27304,66546,North,45-54
176,Male,50,Single,Master,Operations,Specialist,5,Travel_Rarely,Full-Time,Ahmedabad,Yes,14-09-2016,9.4,5,9,137069,1644828,19,15540,1,No,2,2,4,3,10,Yes,22,16,2,3,No,9,No,2,1,Campus,31999,65436,South,45-54
177,Male,21,Single,PhD,HR,Specialist,1,Non-Travel,Contract,Mumbai,No,18-04-2023,2.8,0,6,65875,790500,22,45512,0,Yes,4,1,4,3,2,No,43,13,1,4,No,28,No,1,4,Campus,18750,36122,East,18-24
178,Male,59,Married,Bachelor,Sales,Specialist,3,Travel_Frequently,Contract,Bangalore,No,01-03-2016,10,3,1,106436,1277232,11,39164,0,Yes,2,2,3,2,6,No,44,7,4,8,No,19,Yes,2,3,Referral,48244,60696,South,55-64
179,Female,50,Divorced,Master,Sales,Team Lead,4,Non-Travel,Full-Time,Ahmedabad,Yes,17-01-2019,7.1,4,1,76548,918576,24,5606,0,No,2,2,3,3,2,No,38,4,2,3,No,12,Yes,3,2,Campus,14675,61850,South,45-54
180,Male,44,Married,Bachelor,Finance,Executive,1,Non-Travel,Full-Time,Pune,Yes,24-05-2019,6.8,6,2,49793,597516,21,41913,0,No,4,1,3,1,5,No,59,9,3,9,No,26,Yes,3,1,Campus,36478,91042,East,35-44
181,Male,55,Married,PhD,Operations,Team Lead,5,Non-Travel,Full-Time,Mumbai,No,04-02-2020,6,3,2,110140,1321680,7,16940,2,No,1,3,4,1,13,Yes,71,14,3,8,No,2,Yes,2,4,LinkedIn,24308,55081,East,45-54
182,Female,45,Married,PhD,Sales,Manager,4,Travel_Frequently,Contract,Ahmedabad,No,15-03-2016,9.9,8,6,124135,1489620,15,28805,2,Yes,3,1,2,2,11,No,28,17,3,14,No,25,No,3,4,Campus,30590,75432,West,35-44
183,Male,24,Married,High School,HR,Analyst,2,Travel_Frequently,Contract,Pune,Yes,31-01-2017,9.1,4,8,145659,1747908,24,1141,1,Yes,2,2,2,3,2,Yes,63,11,3,4,No,15,Yes,3,3,Campus,38706,29190,North,18-24
184,Female,44,Single,High School,IT,Analyst,3,Travel_Frequently,Contract,Bangalore,No,01-06-2018,7.7,0,2,49709,596508,24,5296,0,No,3,2,3,3,6,Yes,87,15,4,5,No,28,Yes,2,4,Consultancy,46854,71413,North,35-44
185,Male,21,Married,Master,IT,Analyst,3,Non-Travel,Contract,Pune,Yes,25-10-2020,5.3,1,6,48756,585072,19,19680,0,Yes,3,3,3,1,2,No,47,7,3,12,No,7,No,4,4,Campus,45461,49320,North,18-24
186,Male,46,Single,High School,Sales,Specialist,5,Travel_Frequently,Full-Time,Bangalore,Yes,18-07-2015,10.6,8,1,60734,728808,22,8488,1,Yes,1,1,2,2,11,No,66,7,3,9,No,21,Yes,1,4,Campus,17036,59255,North,45-54
187,Female,45,Single,High School,Finance,Analyst,2,Travel_Rarely,Contract,Mumbai,Yes,20-07-2022,3.6,2,6,136736,1640832,23,7349,2,Yes,1,2,3,1,12,No,55,17,2,11,No,29,Yes,2,1,Referral,24175,26191,East,35-44
188,Female,50,Single,PhD,HR,Specialist,4,Travel_Rarely,Full-Time,Bangalore,Yes,06-07-2016,9.6,7,8,86537,1038444,17,46216,1,No,1,4,3,3,5,Yes,5,19,3,4,Yes,4,No,1,2,LinkedIn,31598,20066,West,45-54
189,Male,50,Single,Master,IT,Team Lead,5,Travel_Frequently,Full-Time,Bangalore,No,06-06-2017,8.7,4,9,100639,1207668,13,47411,2,No,2,4,4,3,8,No,85,13,2,5,No,5,Yes,3,1,Campus,17601,45363,West,45-54
190,Female,45,Single,Bachelor,Finance,Executive,3,Travel_Frequently,Full-Time,Mumbai,Yes,16-05-2021,4.8,5,3,122892,1474704,9,5074,1,Yes,4,3,2,3,8,Yes,68,14,1,14,Yes,17,Yes,2,4,Campus,41186,46928,North,35-44
191,Female,28,Married,PhD,Finance,Analyst,2,Travel_Rarely,Full-Time,Pune,Yes,26-10-2018,7.3,6,9,107029,1284348,6,6691,0,No,4,2,3,2,14,Yes,55,16,2,10,No,11,No,3,3,Referral,38129,33386,South,25-34
192,Female,41,Married,PhD,Operations,Analyst,3,Travel_Frequently,Full-Time,Ahmedabad,Yes,18-08-2019,6.5,0,7,43474,521688,8,44066,2,Yes,2,1,4,3,1,Yes,80,5,3,14,Yes,10,Yes,1,2,Campus,15603,54980,North,35-44
193,Male,25,Divorced,PhD,Operations,Analyst,4,Travel_Frequently,Full-Time,Pune,Yes,24-05-2018,7.8,0,7,136944,1643328,24,47766,1,No,2,2,2,3,6,Yes,15,17,4,9,No,8,Yes,3,2,Campus,31452,95452,West,18-24
194,Male,33,Single,Bachelor,Operations,Specialist,1,Travel_Rarely,Contract,Mumbai,No,24-06-2020,5.7,6,6,87443,1049316,10,18445,2,No,2,1,1,2,8,No,93,19,1,7,No,22,Yes,1,4,Referral,29065,29130,North,25-34
195,Female,24,Single,Master,HR,Manager,1,Travel_Rarely,Full-Time,Bangalore,No,09-11-2019,6.3,2,8,71702,860424,9,13799,0,Yes,2,1,2,1,4,No,64,1,3,8,No,27,No,1,2,Campus,33488,20215,West,18-24
196,Male,52,Single,PhD,HR,Manager,4,Travel_Frequently,Contract,Mumbai,Yes,05-09-2015,10.5,1,9,88689,1064268,21,47116,1,No,1,1,1,3,13,No,81,14,2,9,No,22,Yes,2,2,Referral,46547,62818,East,45-54
197,Male,26,Married,Bachelor,Sales,Specialist,1,Travel_Frequently,Full-Time,Pune,Yes,26-10-2024,1.3,9,8,99465,1193580,19,34635,1,Yes,4,3,2,4,8,Yes,38,7,1,8,No,17,Yes,4,4,Campus,34658,52574,North,25-34
198,Female,50,Single,Bachelor,IT,Specialist,5,Non-Travel,Full-Time,Mumbai,No,16-02-2015,11,0,1,45186,542232,21,34085,1,Yes,1,3,2,4,3,No,19,11,2,5,No,18,Yes,1,4,LinkedIn,45525,46532,North,45-54
199,Male,36,Divorced,High School,Operations,Executive,4,Travel_Rarely,Contract,Mumbai,No,27-11-2019,6.2,0,8,75514,906168,11,4011,0,Yes,4,3,2,2,4,No,78,15,3,5,No,2,No,2,1,LinkedIn,24820,96427,South,35-44
200,Female,21,Married,Master,Marketing,Executive,3,Travel_Frequently,Contract,Pune,Yes,17-09-2021,4.4,6,6,63880,766560,17,29062,2,No,3,2,1,3,13,Yes,64,4,1,4,No,23,No,1,4,Campus,18997,60860,South,18-24
201,Male,49,Married,High School,Sales,Manager,3,Travel_Frequently,Contract,Mumbai,Yes,26-05-2022,3.7,6,8,133218,1598616,5,20028,1,No,4,2,3,2,10,No,30,3,1,14,No,17,Yes,2,3,Campus,30462,25801,East,45-54
202,Female,52,Divorced,Bachelor,IT,Specialist,1,Travel_Frequently,Full-Time,Mumbai,No,26-06-2020,5.7,1,3,122455,1469460,22,7366,0,Yes,1,3,4,2,1,Yes,74,4,4,13,No,21,No,1,1,Consultancy,42167,35479,North,45-54
203,Male,22,Single,PhD,Operations,Manager,4,Travel_Rarely,Full-Time,Pune,No,29-05-2024,1.7,7,9,145156,1741872,15,1364,0,No,3,1,4,2,1,No,42,15,4,7,Yes,9,No,1,1,Campus,40851,43889,East,18-24
204,Male,29,Single,Master,IT,Specialist,5,Non-Travel,Full-Time,Mumbai,No,30-05-2017,8.7,9,8,93591,1123092,18,12379,0,No,4,1,3,2,10,Yes,17,11,1,14,No,17,No,3,3,Campus,33600,39810,West,25-34
205,Female,27,Married,Bachelor,Finance,Team Lead,1,Travel_Rarely,Full-Time,Mumbai,No,19-07-2018,7.6,9,7,77204,926448,11,13147,1,No,4,4,3,1,11,No,90,13,3,3,No,26,Yes,1,4,Campus,13010,91091,West,25-34
206,Female,34,Married,High School,Finance,Executive,4,Travel_Rarely,Full-Time,Mumbai,No,07-11-2016,9.3,9,4,71658,859896,20,42919,1,No,1,3,3,1,1,No,48,1,4,6,No,27,No,3,3,Consultancy,17489,52355,South,25-34
207,Female,26,Single,PhD,Finance,Executive,4,Non-Travel,Contract,Pune,Yes,26-03-2015,10.9,7,6,137409,1648908,20,48146,1,No,3,1,3,1,7,Yes,69,10,3,5,No,26,Yes,3,1,LinkedIn,46110,78754,North,25-34
208,Male,28,Single,High School,IT,Executive,5,Non-Travel,Full-Time,Mumbai,No,14-07-2024,1.6,5,6,66233,794796,18,49697,0,No,2,1,1,3,3,Yes,12,6,4,12,No,13,No,2,1,Referral,13203,80241,North,25-34
209,Male,30,Married,Bachelor,Marketing,Analyst,3,Non-Travel,Full-Time,Bangalore,Yes,11-12-2015,10.2,1,7,88619,1063428,15,10875,0,No,2,1,4,4,4,Yes,76,13,4,8,Yes,21,No,2,2,Campus,21283,50935,East,25-34
210,Female,58,Married,Bachelor,Marketing,Specialist,4,Travel_Frequently,Full-Time,Mumbai,No,23-04-2023,2.8,0,2,33440,401280,22,48421,2,No,4,4,1,4,5,Yes,39,0,3,4,No,24,No,1,4,Consultancy,27400,60115,South,55-64
211,Male,31,Divorced,Bachelor,Sales,Specialist,5,Non-Travel,Contract,Ahmedabad,Yes,25-06-2021,4.7,1,1,130361,1564332,19,23456,0,No,4,3,3,2,2,No,88,7,1,14,Yes,20,Yes,3,2,Referral,25577,47689,East,25-34
